target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,gene_name,gene_beebase,gene_id,product
XM_003251552.4,6.82172E-06,0.000492959,-2.854556893,0.63446207,6.666657944,2.662576105,0.029866194,0.242668292,0.573946983,0.573946983,LOC100577168,GB42378,100577168,PREDICTED: Apis mellifera uncharacterized LOC100577168
XM_624059.6,6.91741E-06,0.000495089,5.863463992,1.304089124,8.362770502,12.35484113,0.053465527,2.497507136,0.275355352,2.497507136,LOC551670,GB44774,551670,"PREDICTED: Apis mellifera argininosuccinate lyase (LOC551670),"
XM_006572022.3,7.39454E-06,0.000524827,1.495504434,0.333668699,10.08234374,0.804561815,0.002446987,0.164555214,0.157114514,0.164555214,LOC102653815,,102653815,"PREDICTED: Apis mellifera cytochrome b reductase 1 (LOC102653815),"
XM_026438851.1,7.55436E-06,0.00053174,1.300165709,0.290381526,11.50035899,0.564054881,0.000761934,0.070395091,0.125720213,0.125720213,LOC552364,GB54623,552364,"PREDICTED: Apis mellifera gephyrin (LOC552364), transcript variant"
XM_016916462.2,8.64051E-06,0.000600471,3.507450693,0.788427443,6.502808239,4.436604509,0.053785496,0.878641253,0.614939152,0.878641253,LOC412436,GB55307,412436,"PREDICTED: Apis mellifera protein CASC1 (LOC412436), transcript"
XM_397008.5,8.67183E-06,0.000600471,1.403878575,0.315628053,10.38615106,0.647945127,0.001752337,0.069100927,0.147679265,0.147679265,LOC413567,GB55220,413567,"PREDICTED: Apis mellifera L-xylulose reductase (LOC413567), mRNA."
XM_624459.6,1.04889E-05,0.000720437,1.434544371,0.325526718,10.09614203,0.646979835,0.002313922,0.03469179,0.156637545,0.156637545,LOC552081,GB49936,552081,"PREDICTED: Apis mellifera calcium uptake protein 1 homolog,"
XM_001122418.5,1.0737E-05,0.000731574,1.620829302,0.368221878,9.230245577,0.944869714,0.004252553,0.191676728,0.199128474,0.199128474,LOC726696,GB54732,726696,"PREDICTED: Apis mellifera uncharacterized LOC726696 (LOC726696),"
XM_006565724.3,1.08782E-05,0.000735313,2.964239838,0.673853501,6.457195717,3.139111422,0.054297557,0.574572539,0.626820255,0.626820255,LOC408494,GB41710,408494,"PREDICTED: Apis mellifera uncharacterized LOC408494 (LOC408494),"
XR_001703031.2,1.23363E-05,0.00082731,3.583509284,0.819732749,5.649749298,4.658815771,0.13114515,0.876797519,0.871523577,0.876797519,LOC107964473,,107964473,PREDICTED: Apis mellifera uncharacterized LOC107964473
XR_001703751.2,1.26608E-05,0.000842437,1.642540893,0.376221579,9.110256546,0.867188575,0.005015808,0.067242191,0.207298206,0.207298206,LOC100576841,,100576841,PREDICTED: Apis mellifera uncharacterized LOC100576841
XM_625108.5,1.30421E-05,0.000861085,-1.647224491,0.377856059,9.07941761,0.843902754,0.004669762,0.032702984,0.209493039,0.209493039,LOC552733,GB45255,552733,"PREDICTED: Apis mellifera aurora kinase B (LOC552733), mRNA."
XM_006569710.3,1.35522E-05,0.00088788,-1.333519586,0.306486259,10.71863401,0.588842107,0.001507045,0.067692656,0.139393696,0.139393696,LOC409353,GB51699,409353,PREDICTED: Apis mellifera WD repeat-containing protein 43
XM_392018.7,1.39671E-05,0.000908073,2.144351565,0.493592295,8.125350988,1.671833115,0.00986906,0.35558097,0.303485087,0.35558097,LOC408470,GB52716,408470,"PREDICTED: Apis mellifera NAD kinase (LOC408470), transcript"
XM_016911866.2,1.41268E-05,0.000911498,6.432394741,1.481476373,2.216197371,13.40179733,0.053113847,1.18324452,3.239044519,3.239044519,LOC724429,GB50473,724429,PREDICTED: Apis mellifera synaptic vesicle glycoprotein 2C-like
XR_003304186.1,1.53776E-05,0.000984742,1.263480887,0.292255307,11.39314002,0.533700554,0.00096346,0.06751825,0.127156287,0.127156287,LOC726292,GB48289,726292,"PREDICTED: Apis mellifera natterin-3 (LOC726292), transcript"
XM_026446281.1,1.55446E-05,0.000988008,2.957696654,0.684520999,6.393099631,2.96061694,0.058990445,0.361292167,0.643863052,0.643863052,LOC113219407,,113219407,PREDICTED: Apis mellifera uncharacterized LOC113219407
XM_006564023.3,1.62377E-05,0.001024416,2.899189583,0.672479767,8.702298892,3.064264915,0.008492728,0.669850827,0.240395105,0.669850827,LOC727037,GB43516,727037,"PREDICTED: Apis mellifera phospholipase A1 member A (LOC727037),"
XM_392483.6,1.6868E-05,0.001055769,1.593002805,0.370227683,9.817924112,0.925779625,0.002672648,0.202930157,0.167337223,0.202930157,LOC408955,GB51647,408955,"PREDICTED: Apis mellifera 4-aminobutyrate aminotransferase,"
XM_393127.6,1.69826E-05,0.001055769,-1.23651435,0.287476881,13.76642226,0.50544679,0.00016927,0.058276316,0.123795166,0.123795166,LOC409626,GB52186,409626,"PREDICTED: Apis mellifera chymotrypsin-2 (LOC409626), mRNA."
XM_624127.5,1.80667E-05,0.001115028,-2.375630715,0.55407844,9.233848854,2.061489889,0.005348294,0.455156083,0.198892181,0.455156083,LOC551739,GB50658,551739,"PREDICTED: Apis mellifera DNA primase large subunit (LOC551739),"
XM_624348.6,1.82137E-05,0.001116015,-1.205162822,0.281203374,12.53454756,0.483129484,0.000350071,0.058905249,0.118262935,0.118262935,LOC551966,GB52251,551966,"PREDICTED: Apis mellifera multifunctional protein ADE2 (LOC551966),"
XM_624591.6,1.93998E-05,0.001180202,-1.226943923,0.287226903,11.72864647,0.510365107,0.00065452,0.072780092,0.123094421,0.123094421,LOC552214,GB54555,552214,"PREDICTED: Apis mellifera nucleolar protein 16 (LOC552214), mRNA."
XM_026443750.1,2.56052E-05,0.001546664,1.993966635,0.473694025,7.965053281,1.451672962,0.011069981,0.312557619,0.325509063,0.325509063,LOC552407,GB45806,552407,"PREDICTED: Apis mellifera UNC93-like protein MFSD11 (LOC552407),"
XM_393487.7,2.77742E-05,0.001665865,1.714152685,0.40900918,8.803414973,1.08224204,0.006367924,0.24456484,0.231255084,0.24456484,LOC409999,GB47668,409999,"PREDICTED: Apis mellifera lipase 3 (LOC409999), transcript variant"
XM_026444487.1,2.9187E-05,0.00173836,1.232137259,0.294789513,11.24661242,0.473974469,0.001015885,0.022141366,0.1293354,0.1293354,LOC551913,GB52115,551913,"PREDICTED: Apis mellifera protein CREG1 (LOC551913), mRNA."
XM_623778.6,3.15866E-05,0.001868215,-1.224565721,0.294245426,11.26793404,0.46315858,0.000868057,0.015744717,0.129002499,0.129002499,LOC551383,GB54837,551383,"PREDICTED: Apis mellifera protein MAK16 homolog A (LOC551383),"
XM_623667.6,3.33767E-05,0.001960476,1.548131231,0.373123455,10.39934794,0.886078428,0.00212454,0.206707129,0.147314792,0.206707129,LOC551273,GB43464,551273,PREDICTED: Apis mellifera lysosomal Pro-X carboxypeptidase
XM_624974.6,3.3612E-05,0.001960775,1.259593921,0.303699269,10.82620661,0.574055117,0.001299081,0.121303498,0.137050788,0.137050788,LOC552600,GB40261,552600,"PREDICTED: Apis mellifera GILT-like protein 1 (LOC552600), mRNA."
XM_026444729.1,3.87249E-05,0.002243671,6.203401952,1.50752469,2.101700976,12.22861274,0.032558035,0.82238448,3.376388003,3.376388003,LOC107965950,,107965950,PREDICTED: Apis mellifera uncharacterized LOC107965950
XM_026442168.1,3.99278E-05,0.002297738,1.636301071,0.398330606,11.53460245,0.993645084,0.000797117,0.23720379,0.125289212,0.23720379,LOC413264,GB51760,413264,"PREDICTED: Apis mellifera yellow-b (LOC413264), mRNA."
XM_394227.6,4.05748E-05,0.002303894,6.19438754,1.509286719,2.09719377,12.68042882,0.035018113,1.426604044,3.381901485,3.381901485,LOC410751,GB54868,410751,"PREDICTED: Apis mellifera phospholipase A1 member A (LOC410751),"
XM_016913441.2,4.09975E-05,0.002303894,3.770848148,0.919318783,5.967017306,5.279965156,0.081050145,1.186670392,0.76745317,1.186670392,LOC410021,GB47499,410021,"PREDICTED: Apis mellifera protein Skeletor, isoforms B/C"
XM_624899.5,4.11043E-05,0.002303894,5.690153155,1.387441879,2.659067919,11.09524734,0.133150658,1.594217426,2.754341792,2.754341792,LOC552523,GB44710,552523,"PREDICTED: Apis mellifera L-threonine ammonia-lyase (LOC552523),"
XM_006569813.3,4.11168E-05,0.002303894,2.896080385,0.706169412,6.216381633,3.010550574,0.055058175,0.562899444,0.692954683,0.692954683,LOC413263,GB51651,413263,PREDICTED: Apis mellifera putative inorganic phosphate
XM_006559608.3,4.20221E-05,0.002339229,-1.601314581,0.390939148,8.898555478,0.950576234,0.006013092,0.220629054,0.223237035,0.223237035,LOC412308,GB40362,412308,"PREDICTED: Apis mellifera flap endonuclease 1 (LOC412308), mRNA."
NM_001242387.1,4.26407E-05,0.00235825,2.055217,0.502168363,8.86994852,1.569782753,0.005907322,0.372352275,0.22558737,0.372352275,LOC409697,GB44213,409697,"Apis mellifera filamin-like (LOC409697), mRNA."
XM_026442387.1,4.31464E-05,0.002370828,1.674841735,0.40950167,8.861387944,1.042758392,0.00619171,0.245345716,0.22630089,0.245345716,LOC409722,GB43870,409722,PREDICTED: Apis mellifera basement membrane-specific heparan
NM_001190921.1,4.39602E-05,0.002400057,2.735221783,0.669476121,6.423305469,2.350647738,0.0365165,0.096253846,0.635780916,0.635780916,LOC412986,,412986,"Apis mellifera putative fatty acyl-CoA reductase (LOC412986), mRNA."
XM_026443036.1,4.47777E-05,0.002429117,3.815217969,0.93479646,9.811891434,5.415379753,0.005556886,1.305209748,0.167596819,1.305209748,LOC107964964,,107964964,PREDICTED: Apis mellifera uncharacterized LOC107964964
XM_392108.7,4.6999E-05,0.002520661,4.471285782,1.098577049,4.380501308,7.445964802,0.320580694,1.489726604,1.434332434,1.489726604,LOC408564,GB45935,408564,PREDICTED: Apis mellifera long-chain fatty acid transport protein 4
XR_409055.3,4.70571E-05,0.002520661,-5.760667448,1.415473107,2.548563951,10.62285845,0.136682906,0.697406619,2.868663271,2.868663271,LOC102656014,,102656014,PREDICTED: Apis mellifera uncharacterized LOC102656014
XM_001121344.5,4.83306E-05,0.002572696,1.577348935,0.388169533,9.372384861,0.927219602,0.003993377,0.222020003,0.190202629,0.222020003,LOC100578144,GB49796,100578144,PREDICTED: Apis mellifera mitotic apparatus protein p62
XM_006559407.3,4.93059E-05,0.002608315,1.345249105,0.331432529,9.936396499,0.584272608,0.002282454,0.049422624,0.162488828,0.162488828,LOC409638,,409638,PREDICTED: Apis mellifera elongation of very long chain fatty acids
XM_006565440.3,5.00602E-05,0.002631867,1.311064231,0.323292827,10.15399581,0.583686877,0.002085344,0.08293972,0.154692034,0.154692034,LOC408926,GB42455,408926,PREDICTED: Apis mellifera alpha-2-macroglobulin-like protein 1
XM_001122213.5,5.07601E-05,0.002652292,1.830332735,0.451699855,8.171657347,1.095939765,0.00842237,0.105208116,0.297626769,0.297626769,LOC726481,GB55705,726481,"PREDICTED: Apis mellifera inositol monophosphatase 2 (LOC726481),"
XM_003249450.4,5.43744E-05,0.002823822,-1.212859269,0.300511571,10.96467453,0.503094231,0.00119955,0.076032887,0.134261257,0.134261257,LOC413799,GB12343,413799,PREDICTED: Apis mellifera mitochondrial import inner membrane
XM_394348.7,5.52397E-05,0.002851374,-1.17846533,0.292258246,11.3851474,0.426999975,0.000853675,0.012103594,0.127268649,0.127268649,LOC410872,GB49813,410872,PREDICTED: Apis mellifera SUMO-activating enzyme subunit 1
XM_016911959.2,5.76702E-05,0.002958898,1.371832255,0.341069697,9.725335437,0.687713029,0.003026193,0.150893692,0.171466614,0.171466614,LOC725284,GB55008,725284,"PREDICTED: Apis mellifera chitin synthase chs-2 (LOC725284), mRNA."
XM_006562785.3,5.93317E-05,0.003025918,4.056316395,1.010176541,7.571730603,6.160658782,0.035247418,1.495437549,0.389519784,1.495437549,LOC726592,GB48391,726592,"PREDICTED: Apis mellifera proteoglycan 4 (LOC726592), mRNA."
XM_016916924.2,6.0603E-05,0.00303621,2.822539557,0.703796123,7.891861636,2.984413646,0.01804223,0.724951245,0.33641899,0.724951245,LOC409604,GB54347,409604,"PREDICTED: Apis mellifera nostrin (LOC409604), transcript variant"
XM_392338.7,6.02036E-05,0.00303621,1.132346892,0.282239204,12.27713736,0.476928771,0.00041211,0.114920296,0.119076342,0.119076342,LOC408808,GB50421,408808,"PREDICTED: Apis mellifera prosaposin (LOC408808), transcript"
XR_001703732.2,6.02821E-05,0.00303621,3.036120002,0.756815592,5.862899938,2.812071316,0.058811888,-0.000481992,0.800342872,0.800342872,LOC107964751,,107964751,PREDICTED: Apis mellifera uncharacterized LOC107964751
XM_395986.5,6.09914E-05,0.003037799,-1.691774961,0.422000353,8.50714746,0.925498823,0.007392951,0.076192133,0.259733496,0.259733496,LOC412531,GB44519,412531,"PREDICTED: Apis mellifera GATOR complex protein NPRL3 (LOC412531),"
XM_026443248.1,6.31391E-05,0.003126487,1.443853018,0.360894595,9.356480683,0.759281652,0.00420608,0.163129158,0.191161283,0.191161283,LOC724724,GB50943,724724,PREDICTED: Apis mellifera ATP-dependent 6-phosphofructokinase
XM_624373.5,6.36643E-05,0.00313427,-1.336304212,0.334176252,9.871065626,0.652846118,0.002405849,0.144010944,0.165104802,0.165104802,LOC551990,GB52727,551990,PREDICTED: Apis mellifera replication factor C subunit 3
XM_003250634.4,6.55259E-05,0.003207382,-1.213382483,0.303955612,12.01276563,0.552555932,0.000510111,0.138073409,0.120618578,0.138073409,LOC411091,GB50302,411091,"PREDICTED: Apis mellifera RNA-binding protein 34 (LOC411091), mRNA."
XM_003251680.3,6.64826E-05,0.003235615,-1.457255538,0.365361112,9.275089681,0.791162496,0.004008105,0.188597377,0.196225008,0.196225008,LOC100577689,GB51608,100577689,PREDICTED: Apis mellifera uncharacterized LOC100577689
XM_393536.6,7.23164E-05,0.003479765,-1.5061824,0.379531249,9.045609278,0.805513623,0.004121725,0.152050771,0.211944229,0.211944229,LOC410050,GB53939,410050,PREDICTED: Apis mellifera mitotic checkpoint protein BUB3
XM_001121804.5,7.21163E-05,0.003479765,-1.319075641,0.332328385,9.915911879,0.616611446,0.002368933,0.11591017,0.163294301,0.163294301,LOC726028,GB48845,726028,PREDICTED: Apis mellifera probable rRNA-processing protein EBP2
XM_395653.6,7.35936E-05,0.00352133,-1.50703101,0.380144995,11.33875483,0.854755001,0.001003656,0.215761671,0.127935561,0.215761671,LOC412190,GB40858,412190,PREDICTED: Apis mellifera probable ATP-dependent RNA helicase DDX47
XM_026442030.1,7.6141E-05,0.003622866,-1.163951594,0.294207065,11.27534349,0.482385615,0.000948611,0.093989665,0.128888085,0.128888085,LOC726874,GB51719,726874,"PREDICTED: Apis mellifera ribonuclease Z, mitochondrial"
XM_006560833.3,7.66176E-05,0.003625288,5.329001232,1.347496851,3.031981571,9.337391615,0.325144067,0.697250152,2.39847758,2.39847758,LOC410140,GB49239,410140,PREDICTED: Apis mellifera gamma-aminobutyric acid type B receptor
XM_001120246.5,8.04913E-05,0.003787536,-1.360708415,0.345100596,10.08696729,0.698371523,0.001859097,0.176782535,0.156954122,0.176782535,LOC726428,GB55628,726428,PREDICTED: Apis mellifera probable RNA-binding protein EIF1AD
NM_001185145.1,8.81901E-05,0.004104455,1.168837672,0.298098463,11.07973335,0.473706601,0.001162498,0.07865269,0.132131543,0.132131543,Arp1,GB44311,406122,"Apis mellifera actin related protein 1 (Arp1), transcript variant"
XM_026445023.1,8.78542E-05,0.004104455,4.245636267,1.082546368,4.385919139,5.542742082,0.326534182,-0.157641822,1.431325775,1.431325775,LOC551556,GB40848,551556,PREDICTED: Apis mellifera probable serine/threonine-protein kinase
XM_006566357.3,9.06136E-05,0.004194327,-1.189577516,0.303894554,10.81775121,0.493281132,0.001298514,0.084642401,0.137229336,0.137229336,LOC726800,GB45039,726800,PREDICTED: Apis mellifera probable RNA polymerase II nuclear
NM_001159303.1,9.2985E-05,0.004280831,1.597122308,0.408658963,8.664468902,0.831644283,0.006530033,0.076475445,0.243973189,0.243973189,LOC410451,,410451,"Apis mellifera venom serine carboxypeptidase (LOC410451), mRNA."
NM_001134949.1,9.36875E-05,0.004283353,1.549084552,0.396552019,8.810339764,0.822442849,0.005228062,0.122951895,0.230652194,0.230652194,Gfat2,GB49534,406107,Apis mellifera glucosamine-fructose-6-phosphate aminotransferase 2
XM_393823.6,9.40457E-05,0.004283353,-1.545864772,0.395821265,11.46261111,0.904918737,0.000875417,0.234136294,0.12621076,0.234136294,LOC410343,GB45014,410343,PREDICTED: Apis mellifera nuclear pore complex protein Nup93
XM_006566055.3,9.63143E-05,0.004340258,1.117036719,0.286442138,11.80085097,0.450161997,0.000690375,0.094097985,0.122383273,0.122383273,LOC552663,GB51087,552663,"PREDICTED: Apis mellifera pyridoxal kinase (LOC552663), mRNA."
XM_026444450.1,9.59479E-05,0.004340258,1.171532608,0.300345476,10.96524599,0.509973992,0.001060845,0.1217234,0.134250262,0.134250262,LOC552110,GB49328,552110,"PREDICTED: Apis mellifera uncharacterized LOC552110 (LOC552110),"
XM_016914951.2,9.68895E-05,0.004343199,2.558707612,0.65637304,8.015605553,2.481086073,0.01497897,0.631259381,0.318279131,0.631259381,LOC727593,GB47301,727593,PREDICTED: Apis mellifera UDP-glucuronosyltransferase 2C1
XM_026440893.1,0.00010488,0.004676755,1.790526961,0.461593034,11.42753793,1.217477794,0.000972751,0.318629442,0.126681164,0.318629442,LOC725529,,725529,PREDICTED: Apis mellifera kynurenine/alpha-aminoadipate
XM_396217.7,0.000107173,0.00475414,2.586659441,0.667740386,7.470207112,2.542294786,0.018764229,0.650051604,0.407819861,0.650051604,LOC412764,GB42802,412764,"PREDICTED: Apis mellifera MFS-type transporter SLC18B1 (LOC412764),"
XM_393683.6,0.000110768,0.004888121,-1.098815284,0.284246865,12.00981011,0.458316198,0.000554497,0.119567614,0.120639924,0.120639924,LOC410200,GB51106,410200,PREDICTED: Apis mellifera mRNA turnover protein 4 homolog
XM_006562100.3,0.000113125,0.004962681,-1.604966838,0.415733687,8.577803757,0.944346463,0.006767866,0.207695757,0.252483882,0.252483882,LOC413705,GB46749,413705,"PREDICTED: Apis mellifera acidic mammalian chitinase (LOC413705),"
XM_003250440.4,0.000113623,0.004962681,4.77455563,1.237093994,3.748267334,7.766022777,0.46583449,0.693050932,1.829767837,1.829767837,LOC100577901,GB41772,100577901,PREDICTED: Apis mellifera uncharacterized LOC100577901
XM_397512.5,0.00011823,0.005085661,4.193420106,1.089265534,4.345930821,6.467721991,0.32608943,1.164273489,1.453659677,1.453659677,LOC408608,GB48969,408608,"PREDICTED: Apis mellifera uncharacterized LOC408608 (LOC408608),"
XM_026439101.1,0.000117909,0.005085661,3.99184387,1.036725714,4.546497401,5.778397124,0.267313513,0.980126335,1.344886797,1.344886797,LOC113218599,,113218599,PREDICTED: Apis mellifera uncharacterized LOC113218599
XM_003251062.4,0.000117861,0.005085661,-2.670565678,0.693557215,9.002330226,2.716802245,0.005719801,0.715812614,0.215151086,0.715812614,LOC100578085,GB44452,100578085,PREDICTED: Apis mellifera uncharacterized LOC100578085
XM_393452.7,0.000125787,0.00535664,2.55774618,0.667023921,6.438514087,2.129713222,0.035635675,0.173231281,0.631745691,0.631745691,LOC409962,GB12811,409962,"PREDICTED: Apis mellifera loricrin (LOC409962), partial mRNA."
XM_001120817.5,0.000125785,0.00535664,2.613021096,0.681438131,8.746210743,2.605593286,0.007919306,0.688617583,0.236349139,0.688617583,LOC724917,GB50290,724917,PREDICTED: Apis mellifera inactive serine protease scarface
XM_001121093.5,0.000128307,0.005436763,3.717835229,0.970793729,10.90151481,5.277618193,0.001963107,1.41169759,0.135502468,1.41169759,LOC725217,GB41418,725217,PREDICTED: Apis mellifera uncharacterized protein PFB0145c
XM_016912293.2,0.000138344,0.005833047,3.255070679,0.854100332,5.393608763,3.554950587,0.129374697,0.341006615,0.964856368,0.964856368,LOC724348,GB42052,724348,PREDICTED: Apis mellifera short-chain dehydrogenase/reductase
XM_395899.6,0.000139133,0.005837406,-1.253002914,0.328897624,10.90469259,0.600813267,0.001102616,0.161157855,0.135438778,0.161157855,LOC412442,GB44404,412442,"PREDICTED: Apis mellifera retinol dehydrogenase 13 (LOC412442),"
XM_006563359.3,0.00014037,0.005860434,3.348995531,0.879574911,10.59484671,4.29311375,0.003531591,1.156946446,0.142277844,1.156946446,LOC725380,GB50121,725380,"PREDICTED: Apis mellifera chymotrypsin inhibitor (LOC725380), mRNA."
